DBPedia_2741,SBTI_3314,FALSE
DBPedia_8240,SBTI_4208,FALSE
DBPedia_1220,SBTI_1278,FALSE
DBPedia_7267,SBTI_4188,FALSE
DBPedia_1379,SBTI_3216,FALSE
DBPedia_2492,SBTI_5659,FALSE
DBPedia_261,SBTI_4024,FALSE
DBPedia_836,SBTI_4546,FALSE
DBPedia_2620,SBTI_2089,FALSE
DBPedia_8145,SBTI_179,FALSE
DBPedia_5368,SBTI_3240,FALSE
DBPedia_6320,SBTI_5083,FALSE
DBPedia_8247,SBTI_703,FALSE
DBPedia_3845,SBTI_148,FALSE
DBPedia_414,SBTI_3411,FALSE
DBPedia_4224,SBTI_3548,FALSE
DBPedia_2766,SBTI_2195,FALSE
DBPedia_748,SBTI_3516,FALSE
DBPedia_10166,SBTI_3240,FALSE
DBPedia_8849,SBTI_504,FALSE
DBPedia_663,SBTI_2206,FALSE
DBPedia_8870,SBTI_4027,FALSE
DBPedia_8536,SBTI_1446,FALSE
DBPedia_3332,SBTI_1509,FALSE
DBPedia_1913,SBTI_2639,FALSE
DBPedia_3003,SBTI_470,FALSE
DBPedia_4604,SBTI_1347,FALSE
DBPedia_9626,SBTI_3256,FALSE
DBPedia_3603,SBTI_1251,FALSE
DBPedia_1547,SBTI_2101,FALSE
DBPedia_1804,SBTI_45,FALSE
DBPedia_1551,SBTI_3230,FALSE
DBPedia_9326,SBTI_2174,FALSE
DBPedia_3966,SBTI_3842,FALSE
DBPedia_9545,SBTI_3780,FALSE
DBPedia_2095,SBTI_1606,FALSE
DBPedia_3460,SBTI_766,FALSE
DBPedia_8729,SBTI_4174,FALSE
DBPedia_4309,SBTI_4875,FALSE
DBPedia_1405,SBTI_1799,FALSE
DBPedia_4133,SBTI_2913,FALSE
DBPedia_4173,SBTI_2732,FALSE
DBPedia_3369,SBTI_3921,FALSE
DBPedia_5950,SBTI_1583,FALSE
DBPedia_1861,SBTI_1792,FALSE
DBPedia_5442,SBTI_3496,FALSE
DBPedia_7379,SBTI_1760,FALSE
DBPedia_959,SBTI_3777,FALSE
DBPedia_6008,SBTI_1081,FALSE
DBPedia_2570,SBTI_4772,FALSE
DBPedia_2637,SBTI_227,FALSE
DBPedia_331,SBTI_1257,FALSE
DBPedia_6182,SBTI_4156,FALSE
DBPedia_8310,SBTI_193,FALSE
DBPedia_7185,SBTI_2124,FALSE
DBPedia_525,SBTI_243,FALSE
DBPedia_1253,SBTI_217,FALSE
DBPedia_4213,SBTI_1353,FALSE
DBPedia_5533,SBTI_4710,FALSE
DBPedia_7873,SBTI_3012,FALSE
DBPedia_8659,SBTI_5519,FALSE
DBPedia_883,SBTI_2895,FALSE
DBPedia_8387,SBTI_3127,FALSE
DBPedia_879,SBTI_4196,FALSE
DBPedia_8610,SBTI_1097,FALSE
DBPedia_4753,SBTI_5895,FALSE
DBPedia_1600,SBTI_3399,FALSE
DBPedia_9140,SBTI_4565,FALSE
DBPedia_3269,SBTI_4988,FALSE
DBPedia_4946,SBTI_2404,FALSE
DBPedia_7820,SBTI_2793,FALSE
DBPedia_9092,SBTI_3519,FALSE
DBPedia_9996,SBTI_3279,FALSE
DBPedia_3486,SBTI_1172,FALSE
DBPedia_3230,SBTI_5330,FALSE
DBPedia_4901,SBTI_1176,FALSE
DBPedia_3812,SBTI_5305,FALSE
DBPedia_4836,SBTI_5584,FALSE
DBPedia_2150,SBTI_1362,FALSE
DBPedia_3129,SBTI_4156,FALSE
DBPedia_5929,SBTI_1368,FALSE
DBPedia_7834,SBTI_213,FALSE
DBPedia_6874,SBTI_3164,FALSE
DBPedia_9571,SBTI_4740,FALSE
DBPedia_10716,SBTI_3432,FALSE
DBPedia_3,SBTI_5688,TRUE
DBPedia_1985,SBTI_5229,TRUE
DBPedia_170,SBTI_5764,TRUE
DBPedia_2302,SBTI_4710,TRUE
DBPedia_709,SBTI_1883,TRUE
DBPedia_451,SBTI_2765,TRUE
DBPedia_125,SBTI_618,TRUE
DBPedia_2277,SBTI_4704,TRUE
DBPedia_546,SBTI_489,TRUE
DBPedia_688,SBTI_388,TRUE
DBPedia_1571,SBTI_1345,TRUE
DBPedia_841,SBTI_3145,TRUE
DBPedia_321,SBTI_1991,TRUE
DBPedia_2268,SBTI_3436,TRUE
DBPedia_1988,SBTI_5249,TRUE
DBPedia_856,SBTI_1462,TRUE
DBPedia_1100,SBTI_3075,TRUE
DBPedia_530,SBTI_559,TRUE
DBPedia_968,SBTI_2664,TRUE
DBPedia_324,SBTI_4945,TRUE
DBPedia_453,SBTI_738,TRUE
DBPedia_242,SBTI_2112,TRUE
DBPedia_1356,SBTI_4597,TRUE
DBPedia_234,SBTI_2206,TRUE
DBPedia_253,SBTI_3657,TRUE
DBPedia_861,SBTI_5188,TRUE
DBPedia_2273,SBTI_900,TRUE
DBPedia_2391,SBTI_5005,TRUE
DBPedia_936,SBTI_447,TRUE
DBPedia_1397,SBTI_6114,TRUE
DBPedia_2429,SBTI_1424,TRUE
DBPedia_1562,SBTI_1311,TRUE
DBPedia_481,SBTI_5986,TRUE
DBPedia_606,SBTI_5589,TRUE
DBPedia_2335,SBTI_5755,TRUE
DBPedia_806,SBTI_5332,TRUE
DBPedia_1331,SBTI_1177,TRUE
DBPedia_2354,SBTI_3441,TRUE
DBPedia_115,SBTI_726,TRUE
DBPedia_1244,SBTI_706,TRUE
DBPedia_383,SBTI_3245,FALSE
DBPedia_1560,SBTI_821,TRUE
DBPedia_1811,SBTI_1832,FALSE
DBPedia_274,SBTI_3247,TRUE
DBPedia_297,SBTI_1922,FALSE
DBPedia_441,SBTI_983,FALSE
DBPedia_452,SBTI_4087,TRUE
DBPedia_1180,SBTI_922,TRUE
DBPedia_1860,SBTI_5316,FALSE
DBPedia_1885,SBTI_3888,TRUE
DBPedia_2036,SBTI_3100,FALSE
DBPedia_2464,SBTI_3773,FALSE
DBPedia_2563,SBTI_3606,TRUE
DBPedia_23,SBTI_884,TRUE
DBPedia_790,SBTI_1795,TRUE
DBPedia_914,SBTI_4267,TRUE
DBPedia_1466,SBTI_2205,TRUE
DBPedia_1938,SBTI_3720,FALSE
DBPedia_2308,SBTI_1382,TRUE
DBPedia_18,SBTI_4546,TRUE
DBPedia_79,SBTI_5741,FALSE
DBPedia_522,SBTI_1290,FALSE
DBPedia_725,SBTI_3896,TRUE
DBPedia_782,SBTI_1920,TRUE
DBPedia_840,SBTI_2332,FALSE
DBPedia_1183,SBTI_598,TRUE
DBPedia_1328,SBTI_1547,FALSE
DBPedia_1374,SBTI_4878,FALSE
DBPedia_1469,SBTI_2931,FALSE
DBPedia_1794,SBTI_2392,TRUE
DBPedia_1869,SBTI_3088,FALSE
DBPedia_2500,SBTI_651,FALSE
DBPedia_863,SBTI_4243,TRUE
DBPedia_939,SBTI_3773,FALSE
DBPedia_1169,SBTI_5813,TRUE
DBPedia_1200,SBTI_4704,FALSE
DBPedia_1238,SBTI_4372,TRUE
DBPedia_1347,SBTI_2092,TRUE
DBPedia_1565,SBTI_1258,TRUE
DBPedia_1590,SBTI_109,TRUE
DBPedia_1609,SBTI_489,FALSE
DBPedia_1892,SBTI_2334,TRUE
DBPedia_2177,SBTI_2332,FALSE
DBPedia_2318,SBTI_5810,FALSE
DBPedia_236,SBTI_2072,FALSE
DBPedia_255,SBTI_1123,TRUE
DBPedia_449,SBTI_151,FALSE
DBPedia_750,SBTI_4277,TRUE
