"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Company name","1.0","Company name-{DBPedia_8931+Forbes_453}","DBPedia_8931+Forbes_453","{Henkel|Henkel}","Henkel",,
"Company name","0.0","Company name-{Forbes_1828+SBTI_763}","Forbes_1828+SBTI_763","{Booz Allen Hamilton Holding|Booz Allen Hamilton Holding Corporation}","Booz Allen Hamilton Holding",,
"Company name","1.0","Company name-{DBPedia_7047+SBTI_5330}","DBPedia_7047+SBTI_5330","{Telia Company|Telia Company}","Telia Company",,
"Company name","1.0","Company name-{DBPedia_4202+SBTI_2614}","DBPedia_4202+SBTI_2614","{Illumina, Inc.|Illumina, Inc.}","Illumina, Inc.",,
"Company name","1.0","Company name-{DBPedia_1355+Forbes_1872}","DBPedia_1355+Forbes_1872","{Snap-on|Snap-on}","Snap-on",,
"Company name","0.6666666666666666","Company name-{DBPedia_7066+DBPedia_7880+SBTI_5353}","DBPedia_7066+DBPedia_7880+SBTI_5353","{Tenable, Inc.|Tesla, Inc.|Tesla Inc.}","Tesla Inc.",,
"Company name","1.0","Company name-{DBPedia_7732+Forbes_227}","DBPedia_7732+Forbes_227","{3M|3M}","3M",,
"Company name","1.0","Company name-{DBPedia_5420+SBTI_5817}","DBPedia_5420+SBTI_5817","{Vicinity Centres|Vicinity Centres}","Vicinity Centres",,
"Company name","1.0","Company name-{DBPedia_7401+SBTI_4573}","DBPedia_7401+SBTI_4573","{Royal HaskoningDHV|Royal HaskoningDHV}","Royal HaskoningDHV",,
"Company name","1.0","Company name-{DBPedia_8194+Forbes_1835}","DBPedia_8194+Forbes_1835","{Mid-America Apartment Communities|Mid-america Apartment Communities}","Mid-america Apartment Communities",,
"Company name","1.0","Company name-{DBPedia_4440+SBTI_4370}","DBPedia_4440+SBTI_4370","{Purolator Inc.|Purolator Inc.}","Purolator Inc.",,
"Company name","0.0","Company name-{Forbes_280+SBTI_442}","Forbes_280+SBTI_442","{ASML Holding|ASML Holdings}","ASML Holding",,
"Company name","1.0","Company name-{DBPedia_1004+SBTI_4771}","DBPedia_1004+SBTI_4771","{Senior plc|Senior Plc}","Senior Plc",,
"Company name","1.0","Company name-{DBPedia_698+SBTI_2383}","DBPedia_698+SBTI_2383","{Hays plc|Hays plc}","Hays plc",,
"Company name","1.0","Company name-{Forbes_1435+SBTI_5939}","Forbes_1435+SBTI_5939","{Wendel|Wendel}","Wendel",,
"Company name","1.0","Company name-{Forbes_1232+SBTI_244}","Forbes_1232+SBTI_244","{Alstom|Alstom}","Alstom",,
"Company name","1.0","Company name-{Forbes_1498+SBTI_2457}","Forbes_1498+SBTI_2457","{Hilton|Hilton}","Hilton",,
"Company name","1.0","Company name-{DBPedia_8204+Forbes_1769}","DBPedia_8204+Forbes_1769","{Newell Brands|Newell Brands}","Newell Brands",,
"Company name","0.6666666666666666","Company name-{DBPedia_3593+DBPedia_6222+SBTI_4812}","DBPedia_3593+DBPedia_6222+SBTI_4812","{Showa Corporation|Sharp Corporation|Sharp Corporation}","Sharp Corporation",,
"Company name","1.0","Company name-{DBPedia_3884+SBTI_5968}","DBPedia_3884+SBTI_5968","{Wieland Group|Wieland Group}","Wieland Group",,
"Company name","1.0","Company name-{DBPedia_569+SBTI_35}","DBPedia_569+SBTI_35","{AB InBev|AB InBev}","AB InBev",,
"Company name","1.0","Company name-{DBPedia_9345+SBTI_4478}","DBPedia_9345+SBTI_4478","{Rémy Cointreau|Rémy Cointreau}","Rémy Cointreau",,
"Company name","1.0","Company name-{DBPedia_4494+SBTI_4332}","DBPedia_4494+SBTI_4332","{Prysmian Group|Prysmian Group}","Prysmian Group",,
"Company name","0.0","Company name-{DBPedia_5540+SBTI_4285}","DBPedia_5540+SBTI_4285","{Pragma Group|Prada Group}","Prada Group",,
"Company name","1.0","Company name-{DBPedia_2779+Forbes_1800}","DBPedia_2779+Forbes_1800","{Tosoh|Tosoh}","Tosoh",,
"Company name","1.0","Company name-{DBPedia_4579+SBTI_5423}","DBPedia_4579+SBTI_5423","{The ODP Corporation|The ODP Corporation}","The ODP Corporation",,
"Company name","1.0","Company name-{DBPedia_7095+Forbes_556}","DBPedia_7095+Forbes_556","{Dollar Tree|Dollar Tree}","Dollar Tree",,
"Company name","0.0","Company name-{DBPedia_3577+SBTI_3276}","DBPedia_3577+SBTI_3276","{London Stock Exchange Group|London Stock Exchange Group PLC}","London Stock Exchange Group",,
"Company name","1.0","Company name-{DBPedia_3947+SBTI_5305}","DBPedia_3947+SBTI_5305","{Ted Baker|Ted Baker}","Ted Baker",,
"Company name","1.0","Company name-{DBPedia_648+Forbes_482}","DBPedia_648+Forbes_482","{Nintendo|Nintendo}","Nintendo",,
"Company name","1.0","Company name-{Forbes_1522+SBTI_2077}","Forbes_1522+SBTI_2077","{Gecina|Gecina}","Gecina",,
"Company name","1.0","Company name-{DBPedia_10397+SBTI_227}","DBPedia_10397+SBTI_227","{Alma Media|Alma Media}","Alma Media",,
"Company name","1.0","Company name-{DBPedia_170+SBTI_5764}","DBPedia_170+SBTI_5764","{Van Oord|Van Oord}","Van Oord",,
"Company name","1.0","Company name-{DBPedia_234+SBTI_2206}","DBPedia_234+SBTI_2206","{Great Southern Bank|Great Southern Bank}","Great Southern Bank",,
"Company name","1.0","Company name-{DBPedia_3053+SBTI_3413}","DBPedia_3053+SBTI_3413","{Marsh McLennan|Marsh McLennan}","Marsh McLennan",,
"Company name","0.0","Company name-{Forbes_178+SBTI_5506}","Forbes_178+SBTI_5506","{Tokio Marine Holdings|Tokio Marine Holdings, Inc.}","Tokio Marine Holdings",,
"Company name","0.6666666666666666","Company name-{DBPedia_27+Forbes_882+SBTI_4357}","DBPedia_27+Forbes_882+SBTI_4357","{Public Service Enterprise Group|Public Service Enterprise Group|Public Service Enterprise Group Inc. (PSEG)}","Public Service Enterprise Group",,
"Company name","0.0","Company name-{DBPedia_1811+SBTI_1832}","DBPedia_1811+SBTI_1832","{FANCL Corporation|Fanuc Corporation}","FANCL Corporation",,
"Company name","1.0","Company name-{DBPedia_2899+Forbes_1625}","DBPedia_2899+Forbes_1625","{Investec|Investec}","Investec",,
"Company name","1.0","Company name-{DBPedia_10386+Forbes_1296}","DBPedia_10386+Forbes_1296","{Ametek|Ametek}","Ametek",,
"Company name","1.0","Company name-{DBPedia_903+SBTI_4980}","DBPedia_903+SBTI_4980","{Solera Holdings|Solera Holdings}","Solera Holdings",,
"Company name","1.0","Company name-{DBPedia_7794+Forbes_800}","DBPedia_7794+Forbes_800","{WestRock|WestRock}","WestRock",,
"Company name","1.0","Company name-{DBPedia_6585+Forbes_1556}","DBPedia_6585+Forbes_1556","{GlobalFoundries|Globalfoundries}","GlobalFoundries",,
"Company name","1.0","Company name-{DBPedia_5587+Forbes_901}","DBPedia_5587+Forbes_901","{Coles Group|Coles Group}","Coles Group",,
"Company name","1.0","Company name-{DBPedia_1001+SBTI_4449}","DBPedia_1001+SBTI_4449","{Redrow plc|Redrow plc}","Redrow plc",,
"Company name","0.0","Company name-{DBPedia_1466+SBTI_2205}","DBPedia_1466+SBTI_2205","{Great Portland Estates|Great Portland Estates plc}","Great Portland Estates",,
"Company name","1.0","Company name-{DBPedia_9263+Forbes_1090}","DBPedia_9263+Forbes_1090","{Lithia Motors|Lithia Motors}","Lithia Motors",,
"Company name","1.0","Company name-{DBPedia_5459+SBTI_1418}","DBPedia_5459+SBTI_1418","{Dentons|Dentons}","Dentons",,
"Company name","1.0","Company name-{DBPedia_2659+Forbes_1241}","DBPedia_2659+Forbes_1241","{Top Frontier Investment Holdings|Top Frontier Investment Holdings}","Top Frontier Investment Holdings",,
"Company name","1.0","Company name-{DBPedia_1794+Forbes_1950}","DBPedia_1794+Forbes_1950","{Healthpeak Properties|Healthpeak Properties}","Healthpeak Properties",,
"Company name","1.0","Company name-{DBPedia_10189+SBTI_3202}","DBPedia_10189+SBTI_3202","{Lenzing AG|Lenzing AG}","Lenzing AG",,
"Company name","1.0","Company name-{DBPedia_162+Forbes_862}","DBPedia_162+Forbes_862","{Roper Technologies|Roper Technologies}","Roper Technologies",,
"Company name","1.0","Company name-{DBPedia_972+SBTI_4066}","DBPedia_972+SBTI_4066","{Orion Corporation|Orion Corporation}","Orion Corporation",,
"Company name","1.0","Company name-{Forbes_1367+SBTI_5231}","Forbes_1367+SBTI_5231","{Taishin Financial Holdings|Taishin Financial Holdings}","Taishin Financial Holdings",,
"Company name","1.0","Company name-{DBPedia_2860+Forbes_491}","DBPedia_2860+Forbes_491","{FEMSA|Femsa}","FEMSA",,
"Company name","0.0","Company name-{DBPedia_3945+SBTI_503}","DBPedia_3945+SBTI_503","{Audacy, Inc.|Autodesk, Inc.}","Audacy, Inc.",,
"Company name","1.0","Company name-{DBPedia_4508+SBTI_5810}","DBPedia_4508+SBTI_5810","{VF Corporation|VF Corporation}","VF Corporation",,
"Company name","1.0","Company name-{DBPedia_5745+Forbes_1068}","DBPedia_5745+Forbes_1068","{Celanese|Celanese}","Celanese",,
"Company name","1.0","Company name-{DBPedia_6252+SBTI_3965}","DBPedia_6252+SBTI_3965","{O-I Glass|O-I Glass}","O-I Glass",,
"Company name","1.0","Company name-{DBPedia_5236+Forbes_447+SBTI_3749}","DBPedia_5236+Forbes_447+SBTI_3749","{Naspers|Naspers|Naspers}","Naspers",,
"Company name","1.0","Company name-{DBPedia_6507+SBTI_4717}","DBPedia_6507+SBTI_4717","{Schwarz Gruppe|Schwarz Gruppe}","Schwarz Gruppe",,
"Company name","1.0","Company name-{DBPedia_8164+SBTI_4973}","DBPedia_8164+SBTI_4973","{Soitec|Soitec}","Soitec",,
"Company name","1.0","Company name-{DBPedia_4378+Forbes_367}","DBPedia_4378+Forbes_367","{United Overseas Bank|United Overseas Bank}","United Overseas Bank",,
"Company name","1.0","Company name-{Forbes_1924+SBTI_1442}","Forbes_1924+SBTI_1442","{Dexus|Dexus}","Dexus",,
"Company name","0.0","Company name-{DBPedia_939+SBTI_3178}","DBPedia_939+SBTI_3178","{LECG Corporation|Lear Corporation}","Lear Corporation",,
"Company name","1.0","Company name-{DBPedia_7366+Forbes_145}","DBPedia_7366+Forbes_145","{Hitachi|Hitachi}","Hitachi",,
"Company name","1.0","Company name-{DBPedia_8805+Forbes_135}","DBPedia_8805+Forbes_135","{Abbott Laboratories|Abbott Laboratories}","Abbott Laboratories",,
"Company name","1.0","Company name-{DBPedia_48+Forbes_998}","DBPedia_48+Forbes_998","{Dentsu|Dentsu}","Dentsu",,
"Company name","1.0","Company name-{DBPedia_8088+Forbes_612+SBTI_3411}","DBPedia_8088+Forbes_612+SBTI_3411","{Marriott International|Marriott International|Marriott International}","Marriott International",,
"Company name","0.6666666666666666","Company name-{DBPedia_10279+DBPedia_3881+Forbes_487}","DBPedia_10279+DBPedia_3881+Forbes_487","{CME Group|CMV Group|CME Group}","CMV Group",,
"Company name","1.0","Company name-{DBPedia_2667+SBTI_1293}","DBPedia_2667+SBTI_1293","{CSX Corporation|CSX Corporation}","CSX Corporation",,
"Company name","1.0","Company name-{DBPedia_5154+SBTI_5211}","DBPedia_5154+SBTI_5211","{Sysmex Corporation|SYSMEX CORPORATION}","SYSMEX CORPORATION",,
"Company name","1.0","Company name-{DBPedia_10187+SBTI_3234}","DBPedia_10187+SBTI_3234","{Linde plc|Linde plc}","Linde plc",,
"Company name","0.0","Company name-{DBPedia_6083+SBTI_2375}","DBPedia_6083+SBTI_2375","{Hadley Group|Havea Group}","Havea Group",,
"Company name","1.0","Company name-{DBPedia_3844+SBTI_105}","DBPedia_3844+SBTI_105","{Adobe Inc.|Adobe, Inc.}","Adobe Inc.",,
"Company name","1.0","Company name-{DBPedia_10674+Forbes_109}","DBPedia_10674+Forbes_109","{Raytheon Technologies|Raytheon Technologies}","Raytheon Technologies",,
"Company name","1.0","Company name-{DBPedia_1272+SBTI_2487}","DBPedia_1272+SBTI_2487","{Hogan Lovells|Hogan Lovells}","Hogan Lovells",,
"Company name","1.0","Company name-{Forbes_1489+SBTI_3015}","Forbes_1489+SBTI_3015","{Kingspan Group PLC|Kingspan Group Plc}","Kingspan Group Plc",,
"Company name","1.0","Company name-{DBPedia_1878+SBTI_5354}","DBPedia_1878+SBTI_5354","{Tetra Pak|TETRA PAK}","TETRA PAK",,
"Company name","1.0","Company name-{Forbes_1615+SBTI_36}","Forbes_1615+SBTI_36","{AB Sagax|AB Sagax}","AB Sagax",,
"Company name","1.0","Company name-{DBPedia_10217+SBTI_3367}","DBPedia_10217+SBTI_3367","{Mahle GmbH|MAHLE GmbH}","MAHLE GmbH",,
"Company name","1.0","Company name-{DBPedia_9814+SBTI_2610}","DBPedia_9814+SBTI_2610","{IKEA|IKEA}","IKEA",,
"Company name","1.0","Company name-{DBPedia_1100+SBTI_3075}","DBPedia_1100+SBTI_3075","{Kontoor Brands|Kontoor Brands}","Kontoor Brands",,
"Company name","1.0","Company name-{DBPedia_500+SBTI_1276}","DBPedia_500+SBTI_1276","{CRH plc|CRH plc}","CRH plc",,
"Company name","1.0","Company name-{DBPedia_226+Forbes_111}","DBPedia_226+Forbes_111","{Eni|Eni}","Eni",,
"Company name","1.0","Company name-{Forbes_707+SBTI_4358}","Forbes_707+SBTI_4358","{Publicis Groupe|Publicis Groupe}","Publicis Groupe",,
"Company name","0.0","Company name-{DBPedia_1850+SBTI_2335}","DBPedia_1850+SBTI_2335","{Hailiang Group|HAMELIN GROUP}","HAMELIN GROUP",,
"Company name","1.0","Company name-{DBPedia_6008+Forbes_1865}","DBPedia_6008+Forbes_1865","{Inventec|Inventec}","Inventec",,
"Company name","1.0","Company name-{DBPedia_5395+Forbes_1992+SBTI_3439}","DBPedia_5395+Forbes_1992+SBTI_3439","{Match Group|Match Group|Match Group}","Match Group",,
"Company name","1.0","Company name-{DBPedia_1595+Forbes_117}","DBPedia_1595+Forbes_117","{Bank of Montreal|Bank of Montreal}","Bank of Montreal",,
"Company name","1.0","Company name-{DBPedia_3820+SBTI_5510}","DBPedia_3820+SBTI_5510","{Tokuyama Corporation|Tokuyama Corporation}","Tokuyama Corporation",,
"Company name","1.0","Company name-{DBPedia_9656+SBTI_4154}","DBPedia_9656+SBTI_4154","{Parque Arauco S.A.|Parque Arauco S.A}","Parque Arauco S.A",,
"Company name","1.0","Company name-{DBPedia_242+SBTI_2112}","DBPedia_242+SBTI_2112","{Gestamp|Gestamp}","Gestamp",,
"Company name","1.0","Company name-{DBPedia_321+SBTI_1991}","DBPedia_321+SBTI_1991","{Freshfields Bruckhaus Deringer|Freshfields Bruckhaus Deringer}","Freshfields Bruckhaus Deringer",,
"Company name","1.0","Company name-{Forbes_586+SBTI_5043}","Forbes_586+SBTI_5043","{SSE|SSE}","SSE",,
"Company name","1.0","Company name-{DBPedia_2691+SBTI_5475}","DBPedia_2691+SBTI_5475","{Tiffany & Co.|Tiffany & Co.}","Tiffany & Co.",,
"Company name","1.0","Company name-{DBPedia_5388+Forbes_265}","DBPedia_5388+Forbes_265","{Denso|Denso}","Denso",,
"Company name","1.0","Company name-{DBPedia_245+Forbes_1712+SBTI_356}","DBPedia_245+Forbes_1712+SBTI_356","{Aramark|Aramark|Aramark}","Aramark",,
"Company name","1.0","Company name-{DBPedia_1395+Forbes_337}","DBPedia_1395+Forbes_337","{NN Group|NN Group}","NN Group",,
"Company name","1.0","Company name-{DBPedia_8691+Forbes_703}","DBPedia_8691+Forbes_703","{Trane Technologies|Trane Technologies}","Trane Technologies","true","Trane Technologies"
"Company name","1.0","Company name-{DBPedia_5315+SBTI_3982}","DBPedia_5315+SBTI_3982","{OCP Group|OCP Group}","OCP Group",,
"Company name","1.0","Company name-{DBPedia_9605+Forbes_1279}","DBPedia_9605+Forbes_1279","{Dassault Aviation|Dassault Aviation}","Dassault Aviation",,
"Company name","0.6666666666666666","Company name-{DBPedia_4195+DBPedia_925+Forbes_1937}","DBPedia_4195+DBPedia_925+Forbes_1937","{TMF Group|TMX Group|TMX Group}","TMX Group",,
"Company name","1.0","Company name-{DBPedia_973+Forbes_1112}","DBPedia_973+Forbes_1112","{Realty Income|Realty Income}","Realty Income",,
"Company name","1.0","Company name-{DBPedia_2188+Forbes_1017}","DBPedia_2188+Forbes_1017","{Shanghai Pharmaceuticals|Shanghai Pharmaceuticals}","Shanghai Pharmaceuticals",,
"Company name","1.0","Company name-{DBPedia_3735+SBTI_263}","DBPedia_3735+SBTI_263","{Amalgamated Bank|Amalgamated Bank}","Amalgamated Bank",,
"Company name","1.0","Company name-{DBPedia_5399+Forbes_1475}","DBPedia_5399+Forbes_1475","{Verisk Analytics|Verisk Analytics}","Verisk Analytics",,
"Company name","1.0","Company name-{DBPedia_2701+Forbes_300}","DBPedia_2701+Forbes_300","{AmerisourceBergen|AmerisourceBergen}","AmerisourceBergen",,
"Company name","0.0","Company name-{DBPedia_6496+SBTI_1481}","DBPedia_6496+SBTI_1481","{DLR Group|DLG Group}","DLR Group",,
"Company name","0.0","Company name-{Forbes_947+SBTI_2893}","Forbes_947+SBTI_2893","{Julius Baer Group|Julius Baer Group Ltd.}","Julius Baer Group",,
"Company name","0.6666666666666666","Company name-{DBPedia_9469+Forbes_79+SBTI_5079}","DBPedia_9469+Forbes_79+SBTI_5079","{Stellantis|Stellantis|STELLIANT}","STELLIANT",,
"Company name","0.0","Company name-{DBPedia_9739+Forbes_1517}","DBPedia_9739+Forbes_1517","{KGHM Polska Miedź|KGHM Polska Miedz}","KGHM Polska Miedz",,
"Company name","1.0","Company name-{DBPedia_7902+Forbes_343}","DBPedia_7902+Forbes_343","{Panasonic|Panasonic}","Panasonic",,
"Company name","1.0","Company name-{DBPedia_1356+Forbes_698+SBTI_4597}","DBPedia_1356+Forbes_698+SBTI_4597","{S&P Global|S&P Global|S&P Global}","S&P Global",,
"Company name","0.0","Company name-{DBPedia_5103+SBTI_3401}","DBPedia_5103+SBTI_3401","{Maple Leaf Foods|Maple Leaf Foods Inc.}","Maple Leaf Foods",,
"Company name","0.0","Company name-{DBPedia_9837+SBTI_2650}","DBPedia_9837+SBTI_2650","{Inphi Corporation|Infinera Corporation}","Inphi Corporation",,
"Company name","1.0","Company name-{DBPedia_1635+SBTI_494}","DBPedia_1635+SBTI_494","{Australian Broadcasting Corporation|Australian Broadcasting Corporation}","Australian Broadcasting Corporation",,
"Company name","0.0","Company name-{Forbes_1553+SBTI_3853}","Forbes_1553+SBTI_3853","{NIPPON EXPRESS HOLDINGS|NIPPON EXPRESS HOLDINGS,INC.}","NIPPON EXPRESS HOLDINGS",,
"Company name","1.0","Company name-{DBPedia_7943+SBTI_484}","DBPedia_7943+SBTI_484","{Audley Travel|Audley Travel}","Audley Travel",,
"Company name","1.0","Company name-{DBPedia_7284+Forbes_382}","DBPedia_7284+Forbes_382","{Shin-Etsu Chemical|Shin-Etsu Chemical}","Shin-Etsu Chemical",,
"Company name","0.0","Company name-{Forbes_1601+SBTI_6150}","Forbes_1601+SBTI_6150","{ZTO Express (Cayman)|ZTO Express (Cayman) Inc.}","ZTO Express (Cayman)",,
"Company name","1.0","Company name-{DBPedia_3051+Forbes_1515}","DBPedia_3051+Forbes_1515","{Martin Marietta Materials|Martin Marietta Materials}","Martin Marietta Materials",,
"Company name","1.0","Company name-{Forbes_1986+SBTI_5183}","Forbes_1986+SBTI_5183","{Swedish Match|Swedish Match}","Swedish Match",,
"Company name","1.0","Company name-{DBPedia_7406+SBTI_4485}","DBPedia_7406+SBTI_4485","{Renishaw plc|Renishaw plc}","Renishaw plc",,
"Company name","1.0","Company name-{DBPedia_9692+Forbes_1142}","DBPedia_9692+Forbes_1142","{Itaúsa|Itaúsa}","Itaúsa",,
"Company name","1.0","Company name-{DBPedia_10226+Forbes_1161}","DBPedia_10226+Forbes_1161","{Storebrand|Storebrand}","Storebrand",,
"Company name","0.0","Company name-{DBPedia_8049+SBTI_2709}","DBPedia_8049+SBTI_2709","{International Game Technology|International Game Technology PLC}","International Game Technology",,
"Company name","0.5","Company name-{DBPedia_1593+DBPedia_1739+Forbes_64+SBTI_735}","DBPedia_1593+DBPedia_1739+Forbes_64+SBTI_735","{BMV Group|BMD Group|BMW Group|BMW Group}","BMV Group",,
"Company name","0.6666666666666666","Company name-{DBPedia_7963+Forbes_1399+SBTI_1766}","DBPedia_7963+Forbes_1399+SBTI_1766","{Euronics|Euronext|Euronext}","Euronics",,
"Company name","1.0","Company name-{DBPedia_4982+Forbes_654}","DBPedia_4982+Forbes_654","{JFE Holdings|JFE Holdings}","JFE Holdings",,
"Company name","1.0","Company name-{DBPedia_5591+SBTI_3950}","DBPedia_5591+SBTI_3950","{Nutreco|Nutreco}","Nutreco",,
"Company name","1.0","Company name-{DBPedia_2048+Forbes_793}","DBPedia_2048+Forbes_793","{Sumitomo Chemical|Sumitomo Chemical}","Sumitomo Chemical",,
"Company name","1.0","Company name-{DBPedia_7382+Forbes_1172+SBTI_885}","DBPedia_7382+Forbes_1172+SBTI_885","{Caesars Entertainment|Caesars Entertainment|Caesars Entertainment}","Caesars Entertainment",,
"Company name","1.0","Company name-{DBPedia_4389+SBTI_5886}","DBPedia_4389+SBTI_5886","{Vornado Realty Trust|Vornado Realty Trust}","Vornado Realty Trust",,
"Company name","1.0","Company name-{DBPedia_1344+Forbes_697+SBTI_4612}","DBPedia_1344+Forbes_697+SBTI_4612","{Safran|Safran|Safran}","Safran",,
"Company name","1.0","Company name-{DBPedia_1931+SBTI_5276}","DBPedia_1931+SBTI_5276","{Taylor Wimpey|Taylor Wimpey}","Taylor Wimpey",,
"Company name","1.0","Company name-{Forbes_130+SBTI_2719}","Forbes_130+SBTI_2719","{Intesa Sanpaolo|Intesa Sanpaolo}","Intesa Sanpaolo",,
"Company name","0.0","Company name-{DBPedia_7155+SBTI_5138}","DBPedia_7155+SBTI_5138","{Sumitomo Rubber Industries|SUMITOMO RUBBER INDUSTRIES,LTD.}","Sumitomo Rubber Industries",,
"Company name","1.0","Company name-{DBPedia_7137+Forbes_1692}","DBPedia_7137+Forbes_1692","{LG Uplus|LG Uplus}","LG Uplus",,
"Company name","1.0","Company name-{DBPedia_3928+SBTI_250}","DBPedia_3928+SBTI_250","{Altice Portugal|Altice Portugal}","Altice Portugal",,
"Company name","1.0","Company name-{DBPedia_672+Forbes_492}","DBPedia_672+Forbes_492","{Paccar|Paccar}","Paccar",,
"Company name","0.0","Company name-{Forbes_1789+SBTI_4951}","Forbes_1789+SBTI_4951","{Smoore International Holdings|Smoore International Holdings Limited}","Smoore International Holdings",,
"Company name","0.0","Company name-{DBPedia_3264+SBTI_4010}","DBPedia_3264+SBTI_4010","{Okuma Corporation|Okumura Corporation}","Okuma Corporation",,
"Company name","0.0","Company name-{DBPedia_10161+SBTI_2148}","DBPedia_10161+SBTI_2148","{Global Fashion Group|Global Fashion Group S.A.}","Global Fashion Group",,
"Company name","1.0","Company name-{DBPedia_8690+Forbes_583+SBTI_85}","DBPedia_8690+Forbes_583+SBTI_85","{Activision Blizzard|Activision Blizzard|Activision Blizzard}","Activision Blizzard",,
"Company name","1.0","Company name-{DBPedia_6189+SBTI_5246}","DBPedia_6189+SBTI_5246","{Takasago International Corporation|Takasago International Corporation}","Takasago International Corporation",,
"Company name","0.0","Company name-{Forbes_404+SBTI_905}","Forbes_404+SBTI_905","{Canadian National Railway|Canadian National Railway Company}","Canadian National Railway",,
"Company name","0.0","Company name-{Forbes_1636+SBTI_1325}","Forbes_1636+SBTI_1325","{Dai Nippon Printing|Dai Nippon Printing Co., Ltd.}","Dai Nippon Printing",,
"Company name","1.0","Company name-{DBPedia_5331+SBTI_2618}","DBPedia_5331+SBTI_2618","{Imagination Technologies|Imagination Technologies}","Imagination Technologies",,
"Company name","1.0","Company name-{DBPedia_8472+Forbes_1530}","DBPedia_8472+Forbes_1530","{US Foods|US Foods}","US Foods",,
"Company name","1.0","Company name-{DBPedia_10434+Forbes_1179}","DBPedia_10434+Forbes_1179","{Fastenal|Fastenal}","Fastenal",,
"Company name","1.0","Company name-{Forbes_615+SBTI_1401}","Forbes_615+SBTI_1401","{Delta Air Lines|Delta Air Lines}","Delta Air Lines",,
"Company name","1.0","Company name-{Forbes_47+SBTI_3789}","Forbes_47+SBTI_3789","{Nestlé|Nestlé}","Nestlé",,
"Company name","1.0","Company name-{DBPedia_10590+Forbes_287}","DBPedia_10590+Forbes_287","{Diageo|Diageo}","Diageo",,
"Company name","1.0","Company name-{DBPedia_2289+Forbes_1270}","DBPedia_2289+Forbes_1270","{Vienna Insurance Group|Vienna Insurance Group}","Vienna Insurance Group",,
"Company name","1.0","Company name-{DBPedia_38+Forbes_1054}","DBPedia_38+Forbes_1054","{Verbund|Verbund}","Verbund",,
"Company name","1.0","Company name-{DBPedia_657+Forbes_5}","DBPedia_657+Forbes_5","{China Construction Bank|China Construction Bank}","China Construction Bank",,
"Company name","0.0","Company name-{Forbes_1425+SBTI_2948}","Forbes_1425+SBTI_2948","{Kawasaki Kisen Kaisha|Kawasaki Kisen Kaisha, Ltd.}","Kawasaki Kisen Kaisha",,
"Company name","0.6666666666666666","Company name-{DBPedia_10228+DBPedia_9476+SBTI_5061}","DBPedia_10228+DBPedia_9476+SBTI_5061","{Staples Inc.|Starz Inc.|Staples Inc.}","Starz Inc.",,
"Company name","1.0","Company name-{DBPedia_5585+Forbes_222}","DBPedia_5585+Forbes_222","{Mondelez International|Mondelez International}","Mondelez International",,
"Company name","1.0","Company name-{DBPedia_9235+Forbes_706}","DBPedia_9235+Forbes_706","{Biogen|Biogen}","Biogen",,
"Company name","1.0","Company name-{DBPedia_896+Forbes_1170}","DBPedia_896+Forbes_1170","{Kajima|Kajima}","Kajima",,
"Company name","1.0","Company name-{DBPedia_8352+Forbes_493}","DBPedia_8352+Forbes_493","{Consolidated Edison|Consolidated Edison}","Consolidated Edison",,
"Company name","1.0","Company name-{DBPedia_8139+SBTI_3159}","DBPedia_8139+SBTI_3159","{Landsec|Landsec}","Landsec",,
"Company name","1.0","Company name-{DBPedia_4337+Forbes_1428}","DBPedia_4337+Forbes_1428","{Shimano|Shimano}","Shimano",,
"Company name","1.0","Company name-{Forbes_809+SBTI_2386}","Forbes_809+SBTI_2386","{HCL Technologies|HCL Technologies}","HCL Technologies",,
"Company name","1.0","Company name-{DBPedia_10048+SBTI_5855}","DBPedia_10048+SBTI_5855","{Vistra Corp|Vistra Corp.}","Vistra Corp",,
"Company name","1.0","Company name-{DBPedia_4904+Forbes_175}","DBPedia_4904+Forbes_175","{Duke Energy|Duke Energy}","Duke Energy",,
"Company name","1.0","Company name-{DBPedia_8512+SBTI_1240}","DBPedia_8512+SBTI_1240","{Costa Coffee|Costa Coffee}","Costa Coffee",,
"Company name","1.0","Company name-{DBPedia_5748+Forbes_1782}","DBPedia_5748+Forbes_1782","{Avnet|Avnet}","Avnet",,
"Company name","1.0","Company name-{DBPedia_6859+Forbes_184}","DBPedia_6859+Forbes_184","{Accenture|Accenture}","Accenture",,
"Company name","1.0","Company name-{DBPedia_7361+Forbes_320}","DBPedia_7361+Forbes_320","{Repsol|Repsol}","Repsol",,
"Company name","1.0","Company name-{DBPedia_7954+Forbes_590}","DBPedia_7954+Forbes_590","{Fosun International|Fosun International}","Fosun International",,
"Company name","1.0","Company name-{Forbes_1979+SBTI_3269}","Forbes_1979+SBTI_3269","{Logitech International|Logitech International}","Logitech International",,
"Company name","1.0","Company name-{DBPedia_8821+SBTI_297}","DBPedia_8821+SBTI_297","{Amorepacific Corporation|AMOREPACIFIC CORPORATION}","AMOREPACIFIC CORPORATION",,
"Company name","0.5","Company name-{DBPedia_10101+DBPedia_845+Forbes_565+SBTI_3402}","DBPedia_10101+DBPedia_845+Forbes_565+SBTI_3402","{Mattel|Marel|Markel|Marel}","Marel",,
