DBPedia_1331,SBTI_1177,TRUE
DBPedia_2354,SBTI_3441,TRUE
DBPedia_115,SBTI_726,TRUE
DBPedia_1244,SBTI_706,TRUE
DBPedia_383,SBTI_3245,FALSE
DBPedia_1560,SBTI_821,TRUE
DBPedia_1811,SBTI_1832,FALSE
DBPedia_274,SBTI_3247,TRUE
DBPedia_297,SBTI_1922,FALSE
DBPedia_441,SBTI_983,FALSE
DBPedia_452,SBTI_4087,TRUE
DBPedia_1180,SBTI_922,TRUE
DBPedia_1860,SBTI_5316,FALSE
DBPedia_1885,SBTI_3888,TRUE
DBPedia_2036,SBTI_3100,FALSE
DBPedia_2464,SBTI_3773,FALSE
DBPedia_2563,SBTI_3606,TRUE
DBPedia_23,SBTI_884,TRUE
DBPedia_790,SBTI_1795,TRUE
DBPedia_914,SBTI_4267,TRUE
DBPedia_1466,SBTI_2205,TRUE
DBPedia_1938,SBTI_3720,FALSE
DBPedia_2308,SBTI_1382,TRUE
DBPedia_18,SBTI_4546,TRUE
DBPedia_79,SBTI_5741,FALSE
DBPedia_522,SBTI_1290,FALSE
DBPedia_725,SBTI_3896,TRUE
DBPedia_782,SBTI_1920,TRUE
DBPedia_840,SBTI_2332,FALSE
DBPedia_1183,SBTI_598,TRUE
DBPedia_1328,SBTI_1547,FALSE
DBPedia_1374,SBTI_4878,FALSE
DBPedia_1469,SBTI_2931,FALSE
DBPedia_1794,SBTI_2392,TRUE
DBPedia_1869,SBTI_3088,FALSE
DBPedia_2500,SBTI_651,FALSE
DBPedia_863,SBTI_4243,TRUE
DBPedia_939,SBTI_3773,FALSE
DBPedia_1169,SBTI_5813,TRUE
DBPedia_1200,SBTI_4704,FALSE
DBPedia_1238,SBTI_4372,TRUE
DBPedia_1347,SBTI_2092,TRUE
DBPedia_1565,SBTI_1258,TRUE
DBPedia_1590,SBTI_109,TRUE
DBPedia_1609,SBTI_489,FALSE
DBPedia_1892,SBTI_2334,TRUE
DBPedia_2177,SBTI_2332,FALSE
DBPedia_2318,SBTI_5810,FALSE
DBPedia_236,SBTI_2072,FALSE
DBPedia_255,SBTI_1123,TRUE
DBPedia_449,SBTI_151,FALSE
DBPedia_750,SBTI_4277,TRUE
